UKHSA_region,specimen_date,n,percent,sgtf,total,conf_low,conf_high
Yorkshire and Humber,20/12/2021,1530,24.51,Cases with confirmed S-gene,6242,23.45226255,25.60207501
Yorkshire and Humber,20/12/2021,4712,75.49,Cases with confirmed SGTF,6242,74.39792499,76.54773745
Yorkshire and Humber,21/12/2021,1353,18.38,Cases with confirmed S-gene,7362,17.50334812,19.28620425
Yorkshire and Humber,21/12/2021,6009,81.62,Cases with confirmed SGTF,7362,80.71379575,82.49665188
Yorkshire and Humber,22/12/2021,1092,14.55,Cases with confirmed S-gene,7505,13.76418126,15.37299262
Yorkshire and Humber,22/12/2021,6413,85.45,Cases with confirmed SGTF,7505,84.62700738,86.23581874
Yorkshire and Humber,23/12/2021,987,12.91,Cases with confirmed S-gene,7644,12.17256386,13.68919399
Yorkshire and Humber,23/12/2021,6657,87.09,Cases with confirmed SGTF,7644,86.31080601,87.82743614
Yorkshire and Humber,24/12/2021,618,10.77,Cases with confirmed S-gene,5738,9.98585021,11.60781764
Yorkshire and Humber,24/12/2021,5120,89.23,Cases with confirmed SGTF,5738,88.39218236,90.01414979
Yorkshire and Humber,25/12/2021,315,8.4,Cases with confirmed S-gene,3750,7.541514091,9.344904416
Yorkshire and Humber,25/12/2021,3435,91.6,Cases with confirmed SGTF,3750,90.65509558,92.45848591
Yorkshire and Humber,26/12/2021,547,8.29,Cases with confirmed S-gene,6596,7.644109663,8.990803892
Yorkshire and Humber,26/12/2021,6049,91.71,Cases with confirmed SGTF,6596,91.00919611,92.35589034
Yorkshire and Humber,27/12/2021,664,6.53,Cases with confirmed S-gene,10175,6.057379329,7.027367493
Yorkshire and Humber,27/12/2021,9511,93.47,Cases with confirmed SGTF,10175,92.97263251,93.94262067
Yorkshire and Humber,28/12/2021,310,4.42,Cases with confirmed S-gene,7008,3.959803887,4.93790543
Yorkshire and Humber,28/12/2021,6698,95.58,Cases with confirmed SGTF,7008,95.06209457,96.04019611
